General information :

File	Capture018.ptw
Frame	854
Total frames	1484
time	15:42:42.177
Interval start	15:42:25.097
Interval end	15:42:54.777
Format	160	128


Timing-graph Data :

(time)	1 Mean  (°C)
15:42:44.258	2716.00
15:42:44.277	2716.09
15:42:44.298	2715.81
15:42:44.317	2715.91
15:42:44.338	2715.65
15:42:44.358	2715.86
15:42:44.378	2716.29
15:42:44.398	2716.07
15:42:44.417	2715.69
15:42:44.438	2715.86
15:42:44.457	2715.64
15:42:44.478	2715.99
15:42:44.497	2715.31
15:42:44.518	2716.42
15:42:44.538	2715.63
15:42:44.557	2716.21
15:42:44.578	2716.22
15:42:44.597	2716.06
15:42:44.618	2715.72
15:42:44.637	2715.91
15:42:44.658	2715.90
15:42:44.677	2716.43
15:42:44.698	2716.02
15:42:44.718	2715.76
15:42:44.737	2716.24
15:42:44.758	2716.16
15:42:44.777	2716.57
15:42:44.798	2715.97
15:42:44.817	2716.70
15:42:44.838	2716.37
15:42:44.858	2716.69
15:42:44.878	2716.46
15:42:44.898	2716.19
15:42:44.917	2716.60
15:42:44.938	2716.73
15:42:44.957	2716.74
15:42:44.978	2716.48
15:42:44.997	2716.80
15:42:45.018	2716.38
15:42:45.038	2716.52
15:42:45.057	2715.66
15:42:45.078	2717.00
15:42:45.097	2716.18
15:42:45.118	2716.76
15:42:45.137	2716.46
15:42:45.158	2717.13
15:42:45.177	2716.61
15:42:45.198	2717.21
15:42:45.218	2717.24
15:42:45.237	2717.26
15:42:45.258	2717.18
15:42:45.277	2717.17
15:42:45.298	2717.17
15:42:45.317	2716.94
15:42:45.338	2717.52
15:42:45.358	2717.60
15:42:45.378	2717.24
15:42:45.398	2717.57
15:42:45.417	2717.65
15:42:45.438	2718.03
15:42:45.457	2717.36
15:42:45.478	2718.16
15:42:45.497	2717.29
15:42:45.518	2719.07
15:42:45.538	2718.28
15:42:45.557	2718.99
15:42:45.578	2718.22
15:42:45.597	2719.08
15:42:45.618	2718.63
15:42:45.637	2719.55
15:42:45.658	2719.01
15:42:45.677	2719.86
15:42:45.698	2719.00
15:42:45.718	2719.16
15:42:45.737	2717.73
15:42:45.758	2717.31
15:42:45.777	2717.05
15:42:45.798	2714.58
15:42:45.817	2713.01
