Name (PREF Unit):|TargetCalTempDiffCorr (degC)|
Timestamp|Date/Time|Value
6972143859436607200|2021-06-10 14:39:02.440000|0.949768
6972143863731574496|2021-06-10 14:39:03.440000|0.97522
6972143868026541792|2021-06-10 14:39:04.440000|0.961731
6972143872321509088|2021-06-10 14:39:05.440000|0.986694
6972143876616476384|2021-06-10 14:39:06.440000|1.00122
6972143880911443680|2021-06-10 14:39:07.440000|1.01675
6972143885206410976|2021-06-10 14:39:08.440000|1.01071
6972143889501378272|2021-06-10 14:39:09.440000|1.00528
6972143893796345568|2021-06-10 14:39:10.440000|1.01495
6972143898091312864|2021-06-10 14:39:11.440000|1.02698
6972143902386280160|2021-06-10 14:39:12.440000|1.01004
6972143906681247456|2021-06-10 14:39:13.440000|1.01245
6972143910976214752|2021-06-10 14:39:14.440000|1.01355
6972143915271182048|2021-06-10 14:39:15.440000|1.04538
6972143919566149344|2021-06-10 14:39:16.440000|1.08441
6972143923861116640|2021-06-10 14:39:17.440000|1.07376
6972143928156083936|2021-06-10 14:39:18.440000|1.06918
6972143932451051232|2021-06-10 14:39:19.440000|1.07748
6972143936746018528|2021-06-10 14:39:20.440000|1.08563
6972143941040985824|2021-06-10 14:39:21.440000|1.07657
6972143945335953120|2021-06-10 14:39:22.440000|1.07928
6972143949630920416|2021-06-10 14:39:23.440000|1.05362
6972143953925887712|2021-06-10 14:39:24.440000|1.06741
6972143958220855008|2021-06-10 14:39:25.440000|1.11017
6972143962515822304|2021-06-10 14:39:26.440000|1.11673
6972143966810789600|2021-06-10 14:39:27.440000|1.12408
6972143971105756896|2021-06-10 14:39:28.440000|1.10675
6972143975400724192|2021-06-10 14:39:29.440000|1.08875
6972143979695691488|2021-06-10 14:39:30.440000|1.1041
6972143983990658784|2021-06-10 14:39:31.440000|1.14288
6972143988285626080|2021-06-10 14:39:32.440000|1.13843
6972143992580593376|2021-06-10 14:39:33.440000|1.13791
6972143996875560672|2021-06-10 14:39:34.440000|1.13004
6972144001170527968|2021-06-10 14:39:35.440000|1.13464
6972144005465495264|2021-06-10 14:39:36.440000|1.14227
6972144009760462560|2021-06-10 14:39:37.440000|1.14249
6972144014055429856|2021-06-10 14:39:38.440000|1.12674
6972144018350397152|2021-06-10 14:39:39.440000|1.14584
6972144022645364448|2021-06-10 14:39:40.440000|1.15021
6972144026940331744|2021-06-10 14:39:41.440000|1.13922
6972144031235299040|2021-06-10 14:39:42.440000|1.1373
6972144035530266336|2021-06-10 14:39:43.440000|1.15036
6972144039825233632|2021-06-10 14:39:44.440000|1.17007
6972144044120200928|2021-06-10 14:39:45.440000|1.1637
6972144048415168224|2021-06-10 14:39:46.440000|1.16861
6972144052710135520|2021-06-10 14:39:47.440000|1.16751
6972144057005102816|2021-06-10 14:39:48.440000|1.15518
6972144061300070112|2021-06-10 14:39:49.440000|1.13303
6972144065595037408|2021-06-10 14:39:50.440000|1.18494
6972144069890004704|2021-06-10 14:39:51.440000|1.18643
6972144074184972000|2021-06-10 14:39:52.440000|1.16739
6972144078479939296|2021-06-10 14:39:53.440000|1.16147
6972144082774906592|2021-06-10 14:39:54.440000|1.15869
6972144087069873888|2021-06-10 14:39:55.440000|1.14957
6972144091364841184|2021-06-10 14:39:56.440000|1.18628
6972144095659808480|2021-06-10 14:39:57.440000|1.19064
6972144099954775776|2021-06-10 14:39:58.440000|1.18829
6972144104249743072|2021-06-10 14:39:59.440000|1.17807
6972144108544710368|2021-06-10 14:40:00.440000|1.17645
6972144112839677664|2021-06-10 14:40:01.440000|1.15756
6972144117134644960|2021-06-10 14:40:02.440000|1.15469
6972144121429612256|2021-06-10 14:40:03.440000|1.18378
6972144125724579552|2021-06-10 14:40:04.440000|1.20679
6972144130019546848|2021-06-10 14:40:05.440000|1.20389
6972144134314514144|2021-06-10 14:40:06.440000|1.20175
6972144138609481440|2021-06-10 14:40:07.440000|1.16541
6972144142904448736|2021-06-10 14:40:08.440000|1.14987
6972144147199416032|2021-06-10 14:40:09.440000|1.15155
6972144151494383328|2021-06-10 14:40:10.440000|1.19583
6972144155789350624|2021-06-10 14:40:11.440000|1.22531
6972144160084317920|2021-06-10 14:40:12.440000|1.21832
6972144164379285216|2021-06-10 14:40:13.440000|1.20123
6972144168674252512|2021-06-10 14:40:14.440000|1.15564
6972144172969219808|2021-06-10 14:40:15.440000|1.16513
6972144177264187104|2021-06-10 14:40:16.440000|1.22357
6972144181559154400|2021-06-10 14:40:17.440000|1.22531
6972144185854121696|2021-06-10 14:40:18.440000|1.21851
6972144190149088992|2021-06-10 14:40:19.440000|1.20169
6972144194444056288|2021-06-10 14:40:20.440000|1.1991
6972144198739023584|2021-06-10 14:40:21.440000|1.19159
6972144203033990880|2021-06-10 14:40:22.440000|1.18835
6972144207328958176|2021-06-10 14:40:23.440000|1.20139
6972144211623925472|2021-06-10 14:40:24.440000|1.21051
6972144215918892768|2021-06-10 14:40:25.440000|1.22165
6972144220213860064|2021-06-10 14:40:26.440000|1.22134
6972144224508827360|2021-06-10 14:40:27.440000|1.22134
6972144228803794656|2021-06-10 14:40:28.440000|1.20444
6972144233098761952|2021-06-10 14:40:29.440000|1.20813
6972144237393729248|2021-06-10 14:40:30.440000|1.21298
6972144241688696544|2021-06-10 14:40:31.440000|1.18933
6972144245983663840|2021-06-10 14:40:32.440000|1.17758
6972144250278631136|2021-06-10 14:40:33.440000|1.21686
6972144254573598432|2021-06-10 14:40:34.440000|1.22345
6972144258868565728|2021-06-10 14:40:35.440000|1.22241
6972144263163533024|2021-06-10 14:40:36.440000|1.22421
6972144267458500320|2021-06-10 14:40:37.440000|1.18832
6972144271753467616|2021-06-10 14:40:38.440000|1.21066
6972144276048434912|2021-06-10 14:40:39.440000|1.22958
6972144280343402208|2021-06-10 14:40:40.440000|1.23035
6972144284638369504|2021-06-10 14:40:41.440000|1.21402
6972144288933336800|2021-06-10 14:40:42.440000|1.19946
6972144293228304096|2021-06-10 14:40:43.440000|1.21936
6972144297523271392|2021-06-10 14:40:44.440000|1.21777
6972144301818238688|2021-06-10 14:40:45.440000|1.21561
6972144306113205984|2021-06-10 14:40:46.440000|1.2291
6972144310408173280|2021-06-10 14:40:47.440000|1.23425
6972144314703140576|2021-06-10 14:40:48.440000|1.18439
6972144318998107872|2021-06-10 14:40:49.440000|1.18558
6972144323293075168|2021-06-10 14:40:50.440000|1.22775
6972144327588042464|2021-06-10 14:40:51.440000|1.24142
6972144331883009760|2021-06-10 14:40:52.440000|1.23422
6972144336177977056|2021-06-10 14:40:53.440000|1.22501
6972144340472944352|2021-06-10 14:40:54.440000|1.20889
6972144344767911648|2021-06-10 14:40:55.440000|1.2023
6972144349062878944|2021-06-10 14:40:56.440000|1.23102
6972144353357846240|2021-06-10 14:40:57.440000|1.23639
6972144357652813536|2021-06-10 14:40:58.440000|1.20587
6972144361947780832|2021-06-10 14:40:59.440000|1.19186
6972144366242748128|2021-06-10 14:41:00.440000|1.21411
6972144370537715424|2021-06-10 14:41:01.440000|1.23364
6972144374832682720|2021-06-10 14:41:02.440000|1.2186
6972144379127650016|2021-06-10 14:41:03.440000|1.22989
6972144383422617312|2021-06-10 14:41:04.440000|1.2067
6972144387717584608|2021-06-10 14:41:05.440000|1.23181
6972144392012551904|2021-06-10 14:41:06.440000|1.23941
6972144396307519200|2021-06-10 14:41:07.440000|1.23206
6972144400602486496|2021-06-10 14:41:08.440000|1.22293
6972144404897453792|2021-06-10 14:41:09.440000|1.2128
6972144409192421088|2021-06-10 14:41:10.440000|1.22089
6972144413487388384|2021-06-10 14:41:11.440000|1.22824
6972144417782355680|2021-06-10 14:41:12.440000|1.22647
6972144422077322976|2021-06-10 14:41:13.440000|1.21732
6972144426372290272|2021-06-10 14:41:14.440000|1.22696
6972144430667257568|2021-06-10 14:41:15.440000|1.22986
6972144434962224864|2021-06-10 14:41:16.440000|1.21976
6972144439257192160|2021-06-10 14:41:17.440000|1.22858
6972144443552159456|2021-06-10 14:41:18.440000|1.21643
6972144447847126752|2021-06-10 14:41:19.440000|1.22885
6972144452142094048|2021-06-10 14:41:20.440000|1.23224
6972144456437061344|2021-06-10 14:41:21.440000|1.22568
6972144460732028640|2021-06-10 14:41:22.440000|1.20062
6972144465026995936|2021-06-10 14:41:23.440000|1.21738
6972144469321963232|2021-06-10 14:41:24.440000|1.23111
6972144473616930528|2021-06-10 14:41:25.440000|1.20654
6972144477911897824|2021-06-10 14:41:26.440000|1.21497
6972144482206865120|2021-06-10 14:41:27.440000|1.23657
6972144486501832416|2021-06-10 14:41:28.440000|1.21252
6972144490796799712|2021-06-10 14:41:29.440000|1.19611
6972144495091767008|2021-06-10 14:41:30.440000|1.23306
6972144499386734304|2021-06-10 14:41:31.440000|1.24631
6972144503681701600|2021-06-10 14:41:32.440000|1.24545
6972144507976668896|2021-06-10 14:41:33.440000|1.2337
6972144512271636192|2021-06-10 14:41:34.440000|1.21826
6972144516566603488|2021-06-10 14:41:35.440000|1.22241
6972144520861570784|2021-06-10 14:41:36.440000|1.22415
6972144525156538080|2021-06-10 14:41:37.440000|1.20627
6972144529451505376|2021-06-10 14:41:38.440000|1.19495
6972144533746472672|2021-06-10 14:41:39.440000|1.23923
6972144538041439968|2021-06-10 14:41:40.440000|1.23947
6972144542336407264|2021-06-10 14:41:41.440000|1.2149
6972144546631374560|2021-06-10 14:41:42.440000|1.20316
6972144550926341856|2021-06-10 14:41:43.440000|1.21048
6972144555221309152|2021-06-10 14:41:44.440000|1.21017
6972144559516276448|2021-06-10 14:41:45.440000|1.19543
6972144563811243744|2021-06-10 14:41:46.440000|1.2301
6972144568106211040|2021-06-10 14:41:47.440000|1.22723
6972144572401178336|2021-06-10 14:41:48.440000|1.20636
6972144576696145632|2021-06-10 14:41:49.440000|1.24341
6972144580991112928|2021-06-10 14:41:50.440000|1.24573
6972144585286080224|2021-06-10 14:41:51.440000|1.23044
6972144589581047520|2021-06-10 14:41:52.440000|1.20624
6972144593876014816|2021-06-10 14:41:53.440000|1.21228
6972144598170982112|2021-06-10 14:41:54.440000|1.24188
6972144602465949408|2021-06-10 14:41:55.440000|1.2373
6972144606760916704|2021-06-10 14:41:56.440000|1.23288
6972144611055884000|2021-06-10 14:41:57.440000|1.22763
6972144615350851296|2021-06-10 14:41:58.440000|1.2269
6972144619645818592|2021-06-10 14:41:59.440000|1.21045
6972144623940785888|2021-06-10 14:42:00.440000|1.19623
6972144628235753184|2021-06-10 14:42:01.440000|1.21475
6972144632530720480|2021-06-10 14:42:02.440000|1.24319
6972144636825687776|2021-06-10 14:42:03.440000|1.23941
6972144641120655072|2021-06-10 14:42:04.440000|1.23468
6972144645415622368|2021-06-10 14:42:05.440000|1.20041
6972144649710589664|2021-06-10 14:42:06.440000|1.19962
6972144654005556960|2021-06-10 14:42:07.440000|1.22949
6972144658300524256|2021-06-10 14:42:08.440000|1.20505
6972144662595491552|2021-06-10 14:42:09.440000|1.22775
6972144666890458848|2021-06-10 14:42:10.440000|1.25006
6972144671185426144|2021-06-10 14:42:11.440000|1.22272
6972144675480393440|2021-06-10 14:42:12.440000|1.23349
6972144679775360736|2021-06-10 14:42:13.440000|1.22021
6972144684070328032|2021-06-10 14:42:14.440000|1.21823
6972144688365295328|2021-06-10 14:42:15.440000|1.24503
6972144692660262624|2021-06-10 14:42:16.440000|1.23328
6972144696955229920|2021-06-10 14:42:17.440000|1.23944
6972144701250197216|2021-06-10 14:42:18.440000|1.2251
6972144705545164512|2021-06-10 14:42:19.440000|1.22656
6972144709840131808|2021-06-10 14:42:20.440000|1.23859
6972144714135099104|2021-06-10 14:42:21.440000|1.22998
6972144718430066400|2021-06-10 14:42:22.440000|1.22211
6972144722725033696|2021-06-10 14:42:23.440000|1.21262
6972144727020000992|2021-06-10 14:42:24.440000|1.23624
6972144731314968288|2021-06-10 14:42:25.440000|1.22803
6972144735609935584|2021-06-10 14:42:26.440000|1.22241
6972144739904902880|2021-06-10 14:42:27.440000|1.21829
6972144744199870176|2021-06-10 14:42:28.440000|1.23352
6972144748494837472|2021-06-10 14:42:29.440000|1.2438
6972144752789804768|2021-06-10 14:42:30.440000|1.23654
6972144757084772064|2021-06-10 14:42:31.440000|1.23239
6972144761379739360|2021-06-10 14:42:32.440000|1.23904
6972144765674706656|2021-06-10 14:42:33.440000|1.22772
6972144769969673952|2021-06-10 14:42:34.440000|1.2291
6972144774264641248|2021-06-10 14:42:35.440000|1.23193
6972144778559608544|2021-06-10 14:42:36.440000|1.22186
6972144782854575840|2021-06-10 14:42:37.440000|1.21609
6972144787149543136|2021-06-10 14:42:38.440000|1.23233
6972144791444510432|2021-06-10 14:42:39.440000|1.23544
6972144795739477728|2021-06-10 14:42:40.440000|1.23639
6972144800034445024|2021-06-10 14:42:41.440000|1.22864
6972144804329412320|2021-06-10 14:42:42.440000|1.20575
6972144808624379616|2021-06-10 14:42:43.440000|1.18536
6972144812919346912|2021-06-10 14:42:44.440000|1.23087
6972144817214314208|2021-06-10 14:42:45.440000|1.23865
6972144821509281504|2021-06-10 14:42:46.440000|1.23386
6972144825804248800|2021-06-10 14:42:47.440000|1.21652
6972144830099216096|2021-06-10 14:42:48.440000|1.1954
6972144834394183392|2021-06-10 14:42:49.440000|1.18817
6972144838689150688|2021-06-10 14:42:50.440000|1.22781
6972144842984117984|2021-06-10 14:42:51.440000|1.26169
6972144847279085280|2021-06-10 14:42:52.440000|1.25031
6972144851574052576|2021-06-10 14:42:53.440000|1.21091
6972144855869019872|2021-06-10 14:42:54.440000|1.2128
6972144860163987168|2021-06-10 14:42:55.440000|1.22928
6972144864458954464|2021-06-10 14:42:56.440000|1.24457
6972144868753921760|2021-06-10 14:42:57.440000|1.2262
6972144873048889056|2021-06-10 14:42:58.440000|1.22052
6972144877343856352|2021-06-10 14:42:59.440000|1.21609
6972144881638823648|2021-06-10 14:43:00.440000|1.23553
6972144885933790944|2021-06-10 14:43:01.440000|1.23404
6972144890228758240|2021-06-10 14:43:02.440000|1.20773
6972144894523725536|2021-06-10 14:43:03.440000|1.20297
6972144898818692832|2021-06-10 14:43:04.440000|1.23898
6972144903113660128|2021-06-10 14:43:05.440000|1.20602
6972144907408627424|2021-06-10 14:43:06.440000|1.20071
6972144911703594720|2021-06-10 14:43:07.440000|1.25186
6972144915998562016|2021-06-10 14:43:08.440000|1.25381
6972144920293529312|2021-06-10 14:43:09.440000|1.22775
6972144924588496608|2021-06-10 14:43:10.440000|1.21274
6972144928883463904|2021-06-10 14:43:11.440000|1.23865
6972144933178431200|2021-06-10 14:43:12.440000|1.24661
6972144937473398496|2021-06-10 14:43:13.440000|1.24188
6972144941768365792|2021-06-10 14:43:14.440000|1.23016
6972144946063333088|2021-06-10 14:43:15.440000|1.2012
6972144950358300384|2021-06-10 14:43:16.440000|1.1922
6972144954653267680|2021-06-10 14:43:17.440000|1.23801
6972144958948234976|2021-06-10 14:43:18.440000|1.25485
6972144963243202272|2021-06-10 14:43:19.440000|1.25397
6972144967538169568|2021-06-10 14:43:20.440000|1.22681
6972144971833136864|2021-06-10 14:43:21.440000|1.215
6972144976128104160|2021-06-10 14:43:22.440000|1.24072
6972144980423071456|2021-06-10 14:43:23.440000|1.2146
6972144984718038752|2021-06-10 14:43:24.440000|1.23221
6972144989013006048|2021-06-10 14:43:25.440000|1.2572
6972144993307973344|2021-06-10 14:43:26.440000|1.24796
6972144997602940640|2021-06-10 14:43:27.440000|1.2428
6972145001897907936|2021-06-10 14:43:28.440000|1.24625
6972145006192875232|2021-06-10 14:43:29.440000|1.23785
6972145010487842528|2021-06-10 14:43:30.440000|1.23013
6972145014782809824|2021-06-10 14:43:31.440000|1.24677
6972145019077777120|2021-06-10 14:43:32.440000|1.24295
6972145023372744416|2021-06-10 14:43:33.440000|1.24564
6972145027667711712|2021-06-10 14:43:34.440000|1.23276
6972145031962679008|2021-06-10 14:43:35.440000|1.21042
6972145036257646304|2021-06-10 14:43:36.440000|1.22598
6972145040552613600|2021-06-10 14:43:37.440000|1.23691
6972145044847580896|2021-06-10 14:43:38.440000|1.25635
6972145049142548192|2021-06-10 14:43:39.440000|1.24954
6972145053437515488|2021-06-10 14:43:40.440000|1.23569
6972145057732482784|2021-06-10 14:43:41.440000|1.24643
6972145062027450080|2021-06-10 14:43:42.440000|1.24799
6972145066322417376|2021-06-10 14:43:43.440000|1.22488
6972145070617384672|2021-06-10 14:43:44.440000|1.21332
6972145074912351968|2021-06-10 14:43:45.440000|1.24167
6972145079207319264|2021-06-10 14:43:46.440000|1.25549
6972145083502286560|2021-06-10 14:43:47.440000|1.24298
6972145087797253856|2021-06-10 14:43:48.440000|1.23584
6972145092092221152|2021-06-10 14:43:49.440000|1.246
6972145096387188448|2021-06-10 14:43:50.440000|1.22043
6972145100682155744|2021-06-10 14:43:51.440000|1.23993
6972145104977123040|2021-06-10 14:43:52.440000|1.25165
6972145109272090336|2021-06-10 14:43:53.440000|1.24222
6972145113567057632|2021-06-10 14:43:54.440000|1.23181
6972145117862024928|2021-06-10 14:43:55.440000|1.24078
6972145122156992224|2021-06-10 14:43:56.440000|1.21234
6972145126451959520|2021-06-10 14:43:57.440000|1.2081
6972145130746926816|2021-06-10 14:43:58.440000|1.23532
6972145135041894112|2021-06-10 14:43:59.440000|1.21689
6972145139336861408|2021-06-10 14:44:00.440000|1.21609
6972145143631828704|2021-06-10 14:44:01.440000|1.2305
6972145147926796000|2021-06-10 14:44:02.440000|1.24277
6972145152221763296|2021-06-10 14:44:03.440000|1.23459
6972145156516730592|2021-06-10 14:44:04.440000|1.27182
6972145160811697888|2021-06-10 14:44:05.440000|1.26779
6972145165106665184|2021-06-10 14:44:06.440000|1.25922
6972145169401632480|2021-06-10 14:44:07.440000|1.23007
6972145173696599776|2021-06-10 14:44:08.440000|1.21011
6972145177991567072|2021-06-10 14:44:09.440000|1.23804
6972145182286534368|2021-06-10 14:44:10.440000|1.2598
6972145186581501664|2021-06-10 14:44:11.440000|1.26126
6972145190876468960|2021-06-10 14:44:12.440000|1.2338
6972145195171436256|2021-06-10 14:44:13.440000|1.24475
6972145199466403552|2021-06-10 14:44:14.440000|1.21713
6972145203761370848|2021-06-10 14:44:15.440000|1.22281
6972145208056338144|2021-06-10 14:44:16.440000|1.23798
6972145212351305440|2021-06-10 14:44:17.440000|1.25681
6972145216646272736|2021-06-10 14:44:18.440000|1.24899
6972145220941240032|2021-06-10 14:44:19.440000|1.22534
6972145225236207328|2021-06-10 14:44:20.440000|1.20062
6972145229531174624|2021-06-10 14:44:21.440000|1.24384
6972145233826141920|2021-06-10 14:44:22.440000|1.26886
6972145238121109216|2021-06-10 14:44:23.440000|1.23672
6972145242416076512|2021-06-10 14:44:24.440000|1.22314
6972145246711043808|2021-06-10 14:44:25.440000|1.25366
6972145251006011104|2021-06-10 14:44:26.440000|1.2153
6972145255300978400|2021-06-10 14:44:27.440000|1.22366
6972145259595945696|2021-06-10 14:44:28.440000|1.26968
6972145263890912992|2021-06-10 14:44:29.440000|1.26224
6972145268185880288|2021-06-10 14:44:30.440000|1.24222
6972145272480847584|2021-06-10 14:44:31.440000|1.23495
6972145276775814880|2021-06-10 14:44:32.440000|1.24399
6972145281070782176|2021-06-10 14:44:33.440000|1.22363
6972145285365749472|2021-06-10 14:44:34.440000|1.23978
6972145289660716768|2021-06-10 14:44:35.440000|1.22308
6972145293955684064|2021-06-10 14:44:36.440000|1.22015
6972145298250651360|2021-06-10 14:44:37.440000|1.26901
6972145302545618656|2021-06-10 14:44:38.440000|1.24121
6972145306840585952|2021-06-10 14:44:39.440000|1.24655
6972145311135553248|2021-06-10 14:44:40.440000|1.26041
6972145315430520544|2021-06-10 14:44:41.440000|1.25513
6972145319725487840|2021-06-10 14:44:42.440000|1.24634
6972145324020455136|2021-06-10 14:44:43.440000|1.23553
6972145328315422432|2021-06-10 14:44:44.440000|1.228
6972145332610389728|2021-06-10 14:44:45.440000|1.20386
6972145336905357024|2021-06-10 14:44:46.440000|1.22998
6972145341200324320|2021-06-10 14:44:47.440000|1.25638
6972145345495291616|2021-06-10 14:44:48.440000|1.24609
6972145349790258912|2021-06-10 14:44:49.440000|1.23975
6972145354085226208|2021-06-10 14:44:50.440000|1.22324
6972145358380193504|2021-06-10 14:44:51.440000|1.21106
6972145362675160800|2021-06-10 14:44:52.440000|1.24857
6972145366970128096|2021-06-10 14:44:53.440000|1.24643
6972145371265095392|2021-06-10 14:44:54.440000|1.24326
6972145375560062688|2021-06-10 14:44:55.440000|1.26166
6972145379855029984|2021-06-10 14:44:56.440000|1.25027
6972145384064097936|2021-06-10 14:44:57.420000|1.23578
6972145388359065232|2021-06-10 14:44:58.420000|1.21826
6972145392654032528|2021-06-10 14:44:59.420000|1.20706
6972145397034899168|2021-06-10 14:45:00.440000|1.23135
6972145401243967120|2021-06-10 14:45:01.420000|1.22955
6972145405538934416|2021-06-10 14:45:02.420000|1.22672
6972145409833901712|2021-06-10 14:45:03.420000|1.22757
6972145414128869008|2021-06-10 14:45:04.420000|1.23981
6972145418423836304|2021-06-10 14:45:05.420000|1.24072
6972145422718803600|2021-06-10 14:45:06.420000|1.23126
6972145427099670240|2021-06-10 14:45:07.440000|1.25586
6972145431394637536|2021-06-10 14:45:08.440000|1.2355
6972145435603705488|2021-06-10 14:45:09.420000|1.2561
6972145439898672784|2021-06-10 14:45:10.420000|1.26297
6972145444193640080|2021-06-10 14:45:11.420000|1.2334
6972145448488607376|2021-06-10 14:45:12.420000|1.24127
6972145452783574672|2021-06-10 14:45:13.420000|1.25714
6972145457164441312|2021-06-10 14:45:14.440000|1.25287
6972145461373509264|2021-06-10 14:45:15.420000|1.24564
6972145465668476560|2021-06-10 14:45:16.420000|1.25455
6972145469963443856|2021-06-10 14:45:17.420000|1.23578
6972145474258411152|2021-06-10 14:45:18.420000|1.22751
6972145478553378448|2021-06-10 14:45:19.420000|1.21875
6972145482848345744|2021-06-10 14:45:20.420000|1.24152
6972145487143313040|2021-06-10 14:45:21.420000|1.23697
6972145491438280336|2021-06-10 14:45:22.420000|1.24069
6972145495733247632|2021-06-10 14:45:23.420000|1.22961
6972145500028214928|2021-06-10 14:45:24.420000|1.15659
6972145504323182224|2021-06-10 14:45:25.420000|1.04321
6972145508618149520|2021-06-10 14:45:26.420000|0.947815
6972145512913116816|2021-06-10 14:45:27.420000|0.897644
6972145517208084112|2021-06-10 14:45:28.420000|0.850891
6972145521503051408|2021-06-10 14:45:29.420000|0.793945
6972145525798018704|2021-06-10 14:45:30.420000|0.735352
6972145530092986000|2021-06-10 14:45:31.420000|0.697876
6972145534387953296|2021-06-10 14:45:32.420000|0.6604
6972145538682920592|2021-06-10 14:45:33.420000|0.627808
6972145542977887888|2021-06-10 14:45:34.420000|0.586121
6972145547272855184|2021-06-10 14:45:35.420000|0.568939
6972145551567822480|2021-06-10 14:45:36.420000|0.550232
6972145555862789776|2021-06-10 14:45:37.420000|0.532349
6972145560157757072|2021-06-10 14:45:38.420000|0.497253
6972145564452724368|2021-06-10 14:45:39.420000|0.47525
6972145568747691664|2021-06-10 14:45:40.420000|0.453644
6972145573042658960|2021-06-10 14:45:41.420000|0.440704
6972145577337626256|2021-06-10 14:45:42.420000|0.417206
6972145581718492896|2021-06-10 14:45:43.440000|0.398346
6972145585927560848|2021-06-10 14:45:44.420000|0.389984
6972145590222528144|2021-06-10 14:45:45.420000|0.371918
6972145594517495440|2021-06-10 14:45:46.420000|0.345306
6972145598812462736|2021-06-10 14:45:47.420000|0.330017
6972145603107430032|2021-06-10 14:45:48.420000|0.31543
6972145607402397328|2021-06-10 14:45:49.420000|0.304657
6972145611697364624|2021-06-10 14:45:50.420000|0.291443
6972145615992331920|2021-06-10 14:45:51.420000|0.28186
6972145620373198560|2021-06-10 14:45:52.440000|0.269012
6972145624582266512|2021-06-10 14:45:53.420000|0.263947
6972145628877233808|2021-06-10 14:45:54.420000|0.250366
6972145633172201104|2021-06-10 14:45:55.420000|0.232788
6972145637553067744|2021-06-10 14:45:56.440000|0.227142
6972145641762135696|2021-06-10 14:45:57.420000|0.214722
6972145646057102992|2021-06-10 14:45:58.420000|0.198761
6972145650352070288|2021-06-10 14:45:59.420000|0.188049
6972145654647037584|2021-06-10 14:46:00.420000|0.186554
6972145658942004880|2021-06-10 14:46:01.420000|0.172119
6972145663236972176|2021-06-10 14:46:02.420000|0.171448
6972145667531939472|2021-06-10 14:46:03.420000|0.155762
6972145671826906768|2021-06-10 14:46:04.420000|0.153076
6972145676121874064|2021-06-10 14:46:05.420000|0.141907
6972145680416841360|2021-06-10 14:46:06.420000|0.134186
6972145684711808656|2021-06-10 14:46:07.420000|0.125793
6972145689092675296|2021-06-10 14:46:08.440000|0.117188
6972145693301743248|2021-06-10 14:46:09.420000|0.109894
6972145697596710544|2021-06-10 14:46:10.420000|0.104828
6972145701891677840|2021-06-10 14:46:11.420000|0.101227
6972145706186645136|2021-06-10 14:46:12.420000|0.0836792
6972145710481612432|2021-06-10 14:46:13.420000|0.0784302
6972145714776579728|2021-06-10 14:46:14.420000|0.0759583
6972145719071547024|2021-06-10 14:46:15.420000|0.0701904
6972145723366514320|2021-06-10 14:46:16.420000|0.0643311
6972145727661481616|2021-06-10 14:46:17.420000|0.0566406
6972145731956448912|2021-06-10 14:46:18.420000|0.052887
6972145736251416208|2021-06-10 14:46:19.420000|0.0482483
6972145740546383504|2021-06-10 14:46:20.420000|0.0430603
6972145744841350800|2021-06-10 14:46:21.420000|0.0317383
6972145749136318096|2021-06-10 14:46:22.420000|0.0359192
6972145753431285392|2021-06-10 14:46:23.420000|0.0306091
6972145757726252688|2021-06-10 14:46:24.420000|0.0189819
6972145762021219984|2021-06-10 14:46:25.420000|0.0160522
6972145766316187280|2021-06-10 14:46:26.420000|0.0110779
6972145770611154576|2021-06-10 14:46:27.420000|0.00802612
6972145774906121872|2021-06-10 14:46:28.420000|0.00253296
6972145779201089168|2021-06-10 14:46:29.420000|-0.000823975
6972145783496056464|2021-06-10 14:46:30.420000|-0.0010376
6972145787791023760|2021-06-10 14:46:31.420000|-0.0101318
6972145792085991056|2021-06-10 14:46:32.420000|-0.0114136
6972145796380958352|2021-06-10 14:46:33.420000|-0.0133972
6972145800675925648|2021-06-10 14:46:34.420000|-0.0198975
6972145804970892944|2021-06-10 14:46:35.420000|-0.0266113
6972145809351759584|2021-06-10 14:46:36.440000|-0.0258179
6972145813560827536|2021-06-10 14:46:37.420000|-0.0324097
6972145817855794832|2021-06-10 14:46:38.420000|-0.0342102
6972145822150762128|2021-06-10 14:46:39.420000|-0.0375366
6972145826445729424|2021-06-10 14:46:40.420000|-0.0404968
6972145830740696720|2021-06-10 14:46:41.420000|-0.0394897
6972145835035664016|2021-06-10 14:46:42.420000|-0.0494385
6972145839330631312|2021-06-10 14:46:43.420000|-0.0461426
6972145843625598608|2021-06-10 14:46:44.420000|-0.0502014
6972145847920565904|2021-06-10 14:46:45.420000|-0.0554504
6972145852215533200|2021-06-10 14:46:46.420000|-0.0560303
6972145856510500496|2021-06-10 14:46:47.420000|-0.0622864
6972145860805467792|2021-06-10 14:46:48.420000|-0.0598145
6972145865100435088|2021-06-10 14:46:49.420000|-0.0628052
6972145869395402384|2021-06-10 14:46:50.420000|-0.0674744
6972145873690369680|2021-06-10 14:46:51.420000|-0.0713196
6972145877985336976|2021-06-10 14:46:52.420000|-0.0715332
6972145882280304272|2021-06-10 14:46:53.420000|-0.0747375
6972145886575271568|2021-06-10 14:46:54.420000|-0.0775757
6972145890956138208|2021-06-10 14:46:55.440000|-0.0820923
6972145895165206160|2021-06-10 14:46:56.420000|-0.0836182
6972145899460173456|2021-06-10 14:46:57.420000|-0.085083
6972145903755140752|2021-06-10 14:46:58.420000|-0.0860596
6972145908050108048|2021-06-10 14:46:59.420000|-0.0869141
